"name","gps","datetime","no2","o3_1hr","o3_4hr","o3_8hr","co","pm10_1_hr","pm2_5_1_hr","pm10","pm2_5","aqi_co","aqi_no2","aqi_o3_1hr","aqi_o3_4hr","aqi_o3_8hr","aqi_pm10","aqi_pm2_5","aqi_site","date","time"
"Civic","
,  
(-35.285399, 149.131536)","2019-11-17T16:00:00.000",,,"0.034","0.033",,"5.3","1.2","14.2","5.4",,,,"43",,"28","22","43","2019-11-17T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-11-13T16:00:00.000",,,"0.028","0.027",,"12.1","5.1","10.8","3.1",,,,"35",,"22","12","35","2019-11-13T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-11-12T16:00:00.000",,,"0.031","0.033",,"35.4","9.4","24.3","5.2",,,,"39",,"49","21","49","2019-11-12T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-11-04T23:00:00.000",,"0.029","0.034","0.034",,"3.6","3.8","7.0","6.1",,,"29","42",,"14","24","42","2019-11-04T00:00:00.000","23:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-10-28T20:00:00.000",,"0.012","0.026","0.029",,"14.5",,"9.0","3.8",,,"12","32",,"18","15","32","2019-10-28T00:00:00.000","20:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-10-22T16:00:00.000",,,"0.038","0.033",,"8.6","-1.2","10.8","3.4",,,,"47",,"22","14","47","2019-10-22T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-10-19T02:00:00.000",,"0.023","0.024","0.024",,"10.5","4.0","8.0","2.9",,,"23","30",,"16","12","30","2019-10-19T00:00:00.000","02:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-10-18T22:00:00.000",,"0.016","0.025","0.028",,"11.1","8.8","8.0","2.5",,,"16","31",,"16","10","31","2019-10-18T00:00:00.000","22:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-10-17T21:00:00.000",,"0.025","0.024","0.025",,"10.0","7.3","7.0","4.2",,,"25","30",,"14","17","30","2019-10-17T00:00:00.000","21:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-10-12T16:00:00.000",,,"0.025","0.025",,"5.1","1.9","2.7","1.8",,,,"32",,"5","7","32","2019-10-12T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-10-10T16:00:00.000",,,"0.030","0.026",,"5.3","3.0","7.8","4.2",,,,"37",,"16","17","37","2019-10-10T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-10-08T05:00:00.000",,"0.021","0.020","0.017",,"5.6","2.6","11.8","3.8",,,"21","25",,"24","15","25","2019-10-08T00:00:00.000","05:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-09-27T11:00:00.000",,"0.024","0.017","0.011",,"6.6","-3.9","13.9","7.6",,,"24","21",,"28","30","30","2019-09-27T00:00:00.000","11:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-09-22T13:00:00.000",,"0.026","0.026","0.024",,"1.7","-3.0","104.0","27.9",,,"26","33",,"208","112","208","2019-09-22T00:00:00.000","13:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-09-17T16:00:00.000",,,"0.024","0.022",,"5.3","2.6","4.8","2.2",,,,"30",,"10","9","30","2019-09-17T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-09-14T14:00:00.000",,"0.026","0.026","0.019",,"7.9","-2.4","9.0","2.9",,,"26","32",,"18","12","32","2019-09-14T00:00:00.000","14:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-09-09T19:00:00.000",,"0.025","0.026","0.028",,"8.1","6.2","5.3","0.7",,,"25","33",,"11","3","33","2019-09-09T00:00:00.000","19:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-09-04T13:00:00.000",,"0.031","0.023","0.014",,"3.8",,"19.7","8.6",,,"31","29",,"39","35","39","2019-09-04T00:00:00.000","13:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-08-28T10:00:00.000",,"0.010","0.007","0.005",,"16.3","5.5","11.2","7.9",,,"10","8",,"22","31","31","2019-08-28T00:00:00.000","10:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-08-14T13:00:00.000",,"0.012","0.009","0.005",,,,"11.5","10.5",,,"12","11",,"23","42","42","2019-08-14T00:00:00.000","13:00"
"Monash","
,  
(-35.418302, 149.094018)","2019-07-17T16:00:00.000",,,"0.029","0.024",,"3.4","-0.3","3.3","2.7",,,,"36","37","7","11","36","2019-07-17T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-07-04T01:00:00.000",,"0.005","0.010","0.010",,"17.5","17.0","12.0","6.4",,,"5","12",,"24","25","25","2019-07-04T00:00:00.000","01:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-07-01T17:00:00.000",,"0.010","0.014","0.011",,"5.0","-3.7","9.6","5.0",,,"10","17",,"19","20","20","2019-07-01T00:00:00.000","17:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-06-30T19:00:00.000",,"0.018","0.020","0.023",,"21.6","3.7","3.7","0.8",,,"18","25",,"7","3","25","2019-06-30T00:00:00.000","19:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-06-25T12:00:00.000",,"0.013","0.007","0.004",,"10.1","5.9","11.0","6.7",,,"13","9",,"22","27","27","2019-06-25T00:00:00.000","12:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-06-20T08:00:00.000",,"0.001","0.001","0.003",,"10.1","5.4","9.0","7.0",,,"1","2",,"18","28","28","2019-06-20T00:00:00.000","08:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-06-19T08:00:00.000",,"0.003","0.003","0.007",,"26.0","20.5","8.4","6.0",,,"3","4",,"17","24","24","2019-06-19T00:00:00.000","08:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-06-16T22:00:00.000",,"0.003","0.004","0.009",,"29.4","27.2","10.9","9.6",,,"3","5",,"22","38","38","2019-06-16T00:00:00.000","22:00"
"Florey","
,  
(-35.220606, 149.0435)","2019-05-23T18:00:00.000",,,,,,"13.8","9.7",,,,,,,,,,"0","2019-05-23T00:00:00.000","18:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-05-16T11:00:00.000",,"0.016","0.009","0.009",,"21.5","10.5","20.5","13.5",,,"16","11",,"41","54","54","2019-05-16T00:00:00.000","11:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-05-13T02:00:00.000",,"0.002","0.002","0.002",,"19.7","15.2","12.0","11.1",,,"2","3",,"24","44","44","2019-05-13T00:00:00.000","02:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-05-11T10:00:00.000",,"0.015","0.010","0.012",,"5.3","-1.3","4.5","1.6",,,"15","13",,"9","6","15","2019-05-11T00:00:00.000","10:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-05-09T05:00:00.000",,"0.004","0.012","0.014",,"10.4","12.9","5.6","4.0",,,"4","14",,"11","16","16","2019-05-09T00:00:00.000","05:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-05-05T16:00:00.000",,,"0.026","0.026",,"4.0","-1.2","2.5","0.2",,,,"33",,"5","1","33","2019-05-05T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-04-23T01:00:00.000",,"0.020","0.020","0.020",,"6.0","0.2","9.2","3.8",,,"20","25",,"18","15","25","2019-04-23T00:00:00.000","01:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-04-02T07:00:00.000",,"0.002","0.006","0.008",,,"11.8",,,,,"2","7",,,,"7","2019-04-02T00:00:00.000","07:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-03-31T16:00:00.000",,,"0.019","0.018",,"3.6",,"2.8",,,,,"24",,"6",,"24","2019-03-31T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-03-31T10:00:00.000",,"0.017","0.017","0.018",,"0.9",,"3.9",,,,"17","21",,"8",,"21","2019-03-31T00:00:00.000","10:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-03-27T16:00:00.000",,,"0.027","0.022",,"11.9",,"15.3",,,,,"34",,"31",,"34","2019-03-27T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-03-16T16:00:00.000",,,"0.022","0.021",,"9.0","2.9","8.9","6.8",,,,"27",,"18","27","27","2019-03-16T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-02-24T16:00:00.000",,,"0.021","0.021",,"13.1","6.6","17.6","5.2",,,,"27",,"35","21","35","2019-02-24T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-02-24T13:00:00.000",,"0.021","0.021","0.021",,"28.1","6.6","16.0","5.2",,,"21","27",,"32","21","32","2019-02-24T00:00:00.000","13:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-02-22T12:00:00.000",,"0.022","0.020","0.017",,"11.8","7.8","9.4","6.4",,,"22","24",,"19","26","26","2019-02-22T00:00:00.000","12:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-02-14T16:00:00.000",,,"0.030","0.025",,"19.3","8.0","18.0","7.5",,,,"38",,"36","30","38","2019-02-14T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-02-13T11:00:00.000",,"0.021","0.019","0.018",,"-2.8",,"238.6","31.2",,,"21","23",,"477","125","477","2019-02-13T00:00:00.000","11:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-02-08T13:00:00.000",,"0.038","0.035","0.023",,,,,"5.6",,,"38","44",,,"23","44","2019-02-08T00:00:00.000","13:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-02-08T09:00:00.000",,"0.020","0.012","0.014",,"45.9","6.4","23.1","5.1",,,"20","15",,"46","21","46","2019-02-08T00:00:00.000","09:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-02-07T13:00:00.000",,"0.029","0.022","0.015",,"29.6","0.5","15.1","2.6",,,"29","27",,"30","10","30","2019-02-07T00:00:00.000","13:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-02-03T16:00:00.000",,,"0.038","0.031",,"26.6","5.1","16.1","5.3",,,,"48",,"32","21","48","2019-02-03T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-01-18T21:00:00.000",,"0.033","0.035","0.041",,"16.1","14.7","29.2","12.2",,,"33","43",,"58","49","58","2019-01-18T00:00:00.000","21:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-01-06T11:00:00.000",,"0.024","0.021","0.019",,"7.3","5.6","19.5","8.0",,,"24","26",,"39","32","39","2019-01-06T00:00:00.000","11:00"
"Civic","
,  
(-35.285399, 149.131536)","2019-01-05T16:00:00.000",,,"0.039","0.038",,"45.9","10.3","38.9","10.0",,,,"49",,"78","40","78","2019-01-05T00:00:00.000","16:00"
"Monash","
,  
(-35.418302, 149.094018)","2018-12-22T14:00:00.000","0.000","0.019","0.019","0.018","0.00","0.0","0.9","2.1","1.2","0","0","19","23","28","4","5","23","2018-12-22T00:00:00.000","14:00"
"Civic","
,  
(-35.285399, 149.131536)","2018-12-21T06:00:00.000",,"0.013","0.018","0.021",,"8.7","2.3","21.0","7.4",,,"13","23",,"42","29","42","2018-12-21T00:00:00.000","06:00"
"Civic","
,  
(-35.285399, 149.131536)","2018-12-11T08:00:00.000",,"0.019","0.018","0.020",,"2.8","2.2","6.0","3.7",,,"19","23",,"12","15","23","2018-12-11T00:00:00.000","08:00"
"Civic","
,  
(-35.285399, 149.131536)","2018-12-08T16:00:00.000",,,"0.038","0.036",,"9.1","7.5","16.2","16.9",,,,"47",,"32","68","68","2018-12-08T00:00:00.000","16:00"
"Florey","
,  
(-35.220606, 149.0435)","2018-11-30T16:00:00.000",,,"0.035","0.030","0.13","8.0","3.0","4.0","2.0","1",,,"44",,"8","7","44","2018-11-30T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2018-11-28T20:00:00.000",,"0.016","0.017","0.018",,"4.0","1.3","4.2","4.0",,,"16","21",,"8","16","21","2018-11-28T00:00:00.000","20:00"
"Civic","
,  
(-35.285399, 149.131536)","2018-11-25T18:00:00.000",,"0.018","0.019","0.021",,"6.8","-0.8","3.1","2.0",,,"18","24",,"6","8","24","2018-11-25T00:00:00.000","18:00"
"Civic","
,  
(-35.285399, 149.131536)","2018-11-24T16:00:00.000",,,"0.018","0.018",,"6.6","5.5","4.1","3.6",,,,"23",,"8","14","23","2018-11-24T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2018-11-15T22:00:00.000",,"0.016","0.015","0.017",,"1.4","2.5","6.6","5.0",,,"16","19",,"13","20","20","2018-11-15T00:00:00.000","22:00"
"Florey","
,  
(-35.220606, 149.0435)","2018-11-12T16:00:00.000",,,"0.049","0.041","0.14","9.0","0.0","20.0","7.0","2",,,"61",,"41","26","61","2018-11-12T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2018-11-11T06:00:00.000",,"0.011","0.013","0.015",,"6.5","6.1","8.4","5.6",,,"11","16",,"17","22","22","2018-11-11T00:00:00.000","06:00"
"Civic","
,  
(-35.285399, 149.131536)","2018-11-08T16:00:00.000",,,"0.021","0.019",,"4.7","2.0","4.4","2.5",,,,"26",,"9","10","26","2018-11-08T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2018-11-07T16:00:00.000",,,"0.017","0.017",,"3.9","3.4","7.7","6.5",,,,"21",,"15","26","26","2018-11-07T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2018-11-06T16:00:00.000",,,"0.033","0.028",,"6.9","4.0","27.6","6.6",,,,"42",,"55","26","55","2018-11-06T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2018-10-31T07:00:00.000",,"0.010","0.008","0.008",,"21.0",,"19.1",,,,"10","9",,"38",,"38","2018-10-31T00:00:00.000","07:00"
"Monash","
,  
(-35.418302, 149.094018)","2018-10-23T15:00:00.000","0.000","0.039",,,,,,"6.9","3.4",,"0","39",,,"14","14","39","2018-10-23T00:00:00.000","15:00"
"Civic","
,  
(-35.285399, 149.131536)","2018-10-15T07:00:00.000",,"0.011","0.016","0.019",,"3.3","4.9","8.1","2.7",,,"11","19",,"16","11","19","2018-10-15T00:00:00.000","07:00"
"Civic","
,  
(-35.285399, 149.131536)","2018-10-11T19:00:00.000",,"0.024","0.022","0.022",,"6.2","23.6","6.0","3.4",,,"24","28",,"12","14","28","2018-10-11T00:00:00.000","19:00"
"Florey","
,  
(-35.220606, 149.0435)","2018-10-09T16:00:00.000",,,"0.035","0.027","0.16","7.0","4.0","5.0","2.0","2",,,"43",,"11","9","43","2018-10-09T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2018-09-29T11:00:00.000",,"0.026","0.025","0.024",,"4.1","3.2","17.0","3.7",,,"26","31",,"34","15","34","2018-09-29T00:00:00.000","11:00"
"Civic","
,  
(-35.285399, 149.131536)","2018-09-28T16:00:00.000",,,"0.029","0.026",,"40.1","4.7","21.9","8.5",,,,"36",,"44","34","44","2018-09-28T00:00:00.000","16:00"
"Florey","
,  
(-35.220606, 149.0435)","2018-09-27T16:00:00.000",,,"0.034","0.028","0.13","8.0","0.0","7.0","4.0","1",,,"43",,"13","16","43","2018-09-27T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2018-09-24T16:00:00.000",,,"0.027","0.026",,"4.6","-2.9","9.8","3.8",,,,"34",,"20","15","34","2018-09-24T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2018-09-19T16:00:00.000",,,"0.028","0.025",,"5.6","-2.2","18.2","5.7",,,,"35",,"36","23","36","2018-09-19T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2018-09-19T11:00:00.000",,"0.024","0.019","0.015",,"14.7","2.9","19.0","5.8",,,"24","23",,"38","23","38","2018-09-19T00:00:00.000","11:00"
"Civic","
,  
(-35.285399, 149.131536)","2018-09-10T16:00:00.000",,,"0.024","0.017",,"9.1","1.8","6.4","5.2",,,,"30",,"13","21","30","2018-09-10T00:00:00.000","16:00"
"Florey","
,  
(-35.220606, 149.0435)","2018-07-24T13:00:00.000",,,,,,,,"12.0","7.0",,,,,,"24","27","27","2018-07-24T00:00:00.000","13:00"
"Florey","
,  
(-35.220606, 149.0435)","2018-07-23T02:00:00.000",,,,,,,,,,,,,,,,,"0","2018-07-23T00:00:00.000","02:00"
"Civic","
,  
(-35.285399, 149.131536)","2018-02-07T11:00:00.000",,,"0.012","0.009",,,,"8.5","3.2",,,,"15",,"17","13","17","2018-02-07T00:00:00.000","11:00"
"Civic","
,  
(-35.285399, 149.131536)","2017-11-26T16:00:00.000",,,"0.030","0.026",,,,,,,,,"38",,,,"38","2017-11-26T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2017-10-25T09:00:00.000",,"0.027","0.012","0.015",,,"5.2",,"6.8",,,"27","15",,,"27","27","2017-10-25T00:00:00.000","09:00"
"Civic","
,  
(-35.285399, 149.131536)","2017-07-06T00:00:00.000",,"0.019","0.017","0.015",,,"0.9",,"4.1",,,"19","22",,,"16","22","2017-07-06T00:00:00.000","00:00"
"Civic","
,  
(-35.285399, 149.131536)","2017-05-09T16:00:00.000",,,"0.024","0.018",,"8.3","6.0","7.9",,,,,"30",,"16",,"30","2017-05-09T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2017-05-02T16:00:00.000",,,"0.019","0.015",,"13.9",,"14.5",,,,,"24",,"29",,"29","2017-05-02T00:00:00.000","16:00"
"Florey","
,  
(-35.220606, 149.0435)","2017-02-20T09:00:00.000","0.001","0.016",,,,,,,,,"1","16",,,,,"16","2017-02-20T00:00:00.000","09:00"
"Florey","
,  
(-35.220606, 149.0435)","2016-11-02T16:00:00.000",,,"0.025","0.024","0.06","6.0",,"19.0",,"1",,,"32",,"39",,"39","2016-11-02T00:00:00.000","16:00"
"Florey","
,  
(-35.220606, 149.0435)","2015-09-24T16:00:00.000",,,,"0.021","0.08","14.0",,"3.0","2.0","1",,,,,"5","8","8","2015-09-24T00:00:00.000","16:00"
"Florey","
,  
(-35.220606, 149.0435)","2015-07-26T19:00:00.000",,,,,,,,,,,,,,,,,"0","2015-07-26T00:00:00.000","19:00"
"Florey","
,  
(-35.220606, 149.0435)","2015-07-26T02:00:00.000",,,"0.023","0.022","0.08",,,"4.0","2.0","1",,,"29",,"8","9","29","2015-07-26T00:00:00.000","02:00"
"Civic","
,  
(-35.285399, 149.131536)","2015-06-11T22:00:00.000",,"0.000","0.000","0.003",,"23.4","17.0","14.6",,,,"0","0",,"29",,"29","2015-06-11T00:00:00.000","22:00"
"Civic","
,  
(-35.285399, 149.131536)","2015-06-05T02:00:00.000",,"0.018","0.015","0.011",,"-0.2",,"16.7",,,,"18","19",,"33",,"33","2015-06-05T00:00:00.000","02:00"
"Civic","
,  
(-35.285399, 149.131536)","2015-05-30T18:00:00.000",,"0.015","0.016","0.017",,"6.5",,"6.4",,,,"15","20",,"13",,"20","2015-05-30T00:00:00.000","18:00"
"Civic","
,  
(-35.285399, 149.131536)","2015-05-29T11:00:00.000",,"0.019","0.011","0.011",,"4.6",,"7.7",,,,"19","14",,"15",,"19","2015-05-29T00:00:00.000","11:00"
"Civic","
,  
(-35.285399, 149.131536)","2015-05-24T00:00:00.000",,"0.000","0.000","0.002",,"-1.7",,"8.2",,,,"0","0",,"16",,"16","2015-05-24T00:00:00.000","00:00"
"Civic","
,  
(-35.285399, 149.131536)","2015-04-29T16:00:00.000",,,"0.018","0.012",,"9.2",,"7.9",,,,,"23",,"16",,"23","2015-04-29T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2015-04-18T16:00:00.000",,,"0.016","0.013",,"5.4",,"8.8",,,,,"20",,"18",,"20","2015-04-18T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2015-04-15T20:00:00.000",,,,,,"12.7",,"18.2",,,,,,,"36",,"36","2015-04-15T00:00:00.000","20:00"
"Civic","
,  
(-35.285399, 149.131536)","2015-04-15T06:00:00.000",,,,,,"16.4",,"19.0",,,,,,,"38",,"38","2015-04-15T00:00:00.000","06:00"
"Civic","
,  
(-35.285399, 149.131536)","2015-04-08T05:00:00.000",,,,,,"0.7",,"2.0",,,,,,,"4",,"4","2015-04-08T00:00:00.000","05:00"
"Civic","
,  
(-35.285399, 149.131536)","2015-04-06T12:00:00.000",,,,,,"4.1",,"8.0",,,,,,,"16",,"16","2015-04-06T00:00:00.000","12:00"
"Civic","
,  
(-35.285399, 149.131536)","2015-03-26T17:00:00.000",,,,,,"10.8",,"11.2",,,,,,,"22",,"22","2015-03-26T00:00:00.000","17:00"
"Civic","
,  
(-35.285399, 149.131536)","2015-03-17T16:00:00.000",,,"0.027","0.016",,"20.0",,"18.8",,,,,"34",,"38",,"38","2015-03-17T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2015-03-15T19:00:00.000",,"0.017","0.017","0.019",,,,,,,,"17","22",,,,"22","2015-03-15T00:00:00.000","19:00"
"Civic","
,  
(-35.285399, 149.131536)","2015-03-01T16:00:00.000",,,"0.028","0.028",,"17.9",,"16.8",,,,,"35",,"34",,"35","2015-03-01T00:00:00.000","16:00"
"Monash","
,  
(-35.418302, 149.094018)","2015-01-28T05:00:00.000","0.000",,,,"0.13","0.3",,"3.0",,"1","0",,,,"6",,"6","2015-01-28T00:00:00.000","05:00"
"Civic","
,  
(-35.285399, 149.131536)","2015-01-11T03:00:00.000",,"0.017","0.017","0.016",,"1.3",,"6.4",,,,"17","22",,"13",,"22","2015-01-11T00:00:00.000","03:00"
"Civic","
,  
(-35.285399, 149.131536)","2014-11-14T07:00:00.000",,"0.005","0.001","0.002",,,,,,,,"5","2",,,,"5","2014-11-14T00:00:00.000","07:00"
"Civic","
,  
(-35.285399, 149.131536)","2014-10-09T16:00:00.000",,,"0.021","0.018",,"8.7",,"7.6",,,,,"26",,"15",,"26","2014-10-09T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2014-10-08T22:00:00.000",,"0.019","0.019","0.019",,"12.0",,"5.3",,,,"19","23",,"11",,"23","2014-10-08T00:00:00.000","22:00"
"Civic","
,  
(-35.285399, 149.131536)","2014-10-02T16:00:00.000",,,"0.021","0.017",,"15.8",,"9.7",,,,,"26",,"19",,"26","2014-10-02T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2014-09-22T16:00:00.000",,,"0.021","0.016",,"11.0",,"9.7",,,,,"26",,"19",,"26","2014-09-22T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2014-08-25T16:00:00.000",,,"0.019","0.013",,"5.6",,"9.2",,,,,"24",,"18",,"24","2014-08-25T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2014-08-25T04:00:00.000",,"0.000","0.000","0.000",,"8.0",,"6.6",,,,"0","0",,"13",,"13","2014-08-25T00:00:00.000","04:00"
"Civic","
,  
(-35.285399, 149.131536)","2014-08-19T16:00:00.000",,,"0.023","0.021",,"6.6",,"5.0",,,,,"28",,"10",,"28","2014-08-19T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2014-08-04T16:00:00.000",,,"0.022","0.012",,"8.0",,"12.4",,,,,"28",,"25",,"28","2014-08-04T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2014-07-29T16:00:00.000",,,"0.016","0.012",,"6.4",,"5.9",,,,,"20",,"12",,"20","2014-07-29T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2014-07-21T08:00:00.000",,"0.000","0.000","0.000",,"10.7",,"9.0",,,,"0","0",,"18",,"18","2014-07-21T00:00:00.000","08:00"
"Civic","
,  
(-35.285399, 149.131536)","2014-07-07T23:00:00.000",,"0.000","0.000","0.001",,"6.3",,"7.5",,,,"0","0",,"15",,"15","2014-07-07T00:00:00.000","23:00"
"Civic","
,  
(-35.285399, 149.131536)","2014-07-07T04:00:00.000",,"0.000","0.006","0.007",,"6.9",,"2.4",,,,"0","7",,"5",,"7","2014-07-07T00:00:00.000","04:00"
"Civic","
,  
(-35.285399, 149.131536)","2014-07-05T16:00:00.000",,,"0.020","0.018",,"3.5",,"6.2",,,,,"25",,"12",,"25","2014-07-05T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2014-05-19T03:00:00.000",,"0.000","0.000","0.002",,"14.5",,"11.3",,,,"0","0",,"23",,"23","2014-05-19T00:00:00.000","03:00"
"Civic","
,  
(-35.285399, 149.131536)","2014-05-15T11:00:00.000",,"0.000","0.000","0.000",,"18.4",,"13.7",,,,"0","0",,"27",,"27","2014-05-15T00:00:00.000","11:00"
"Civic","
,  
(-35.285399, 149.131536)","2014-05-09T09:00:00.000",,"0.000","0.000","0.000",,"15.8",,"11.9",,,,"0","0",,"24",,"24","2014-05-09T00:00:00.000","09:00"
"Civic","
,  
(-35.285399, 149.131536)","2014-05-06T03:00:00.000",,"0.000","0.000","0.001",,"5.6",,"5.1",,,,"0","0",,"10",,"10","2014-05-06T00:00:00.000","03:00"
"Monash","
,  
(-35.418302, 149.094018)","2014-04-24T16:00:00.000",,,,"0.019",,"0.4",,"15.3",,,,,,"29","31",,"31","2014-04-24T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2014-03-14T13:00:00.000",,"0.025","0.021","0.011",,"9.3",,"10.6",,,,"25","26",,"21",,"26","2014-03-14T00:00:00.000","13:00"
"Civic","
,  
(-35.285399, 149.131536)","2014-03-13T16:00:00.000",,,"0.015","0.012",,"12.9",,"3.1",,,,,"18",,"6",,"18","2014-03-13T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2014-03-06T16:00:00.000",,,"0.026","0.020",,"8.2",,"7.2",,,,,"33",,"14",,"33","2014-03-06T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2014-03-02T09:00:00.000",,"0.006","0.002","0.002",,"0.1",,"2.6",,,,"6","3",,"5",,"6","2014-03-02T00:00:00.000","09:00"
"Civic","
,  
(-35.285399, 149.131536)","2014-03-01T16:00:00.000",,,"0.008","0.005",,"3.4",,"6.8",,,,,"10",,"14",,"14","2014-03-01T00:00:00.000","16:00"
